,CF0411.CZC,CF0412.CZC,CF0501.CZC,CF0503.CZC,CF0504.CZC,CF0505.CZC,CF0506.CZC,CF0507.CZC,CF0508.CZC,CF0509.CZC,CF0510.CZC,CF0511.CZC,CF0512.CZC,CF0601.CZC,CF0603.CZC,CF0604.CZC,CF0605.CZC,CF0606.CZC,CF0607.CZC,CF0608.CZC,CF0609.CZC,CF0610.CZC,CF0611.CZC,CF0612.CZC,CF0701.CZC,CF0703.CZC,CF0704.CZC,CF0705.CZC,CF0707.CZC,CF0709.CZC,CF0711.CZC,CF0801.CZC,CF0803.CZC,CF0805.CZC,CF0807.CZC,CF0809.CZC,CF0811.CZC,CF0901.CZC,CF0903.CZC,CF0905.CZC,CF0907.CZC,CF0909.CZC,CF0911.CZC,CF1001.CZC,CF1003.CZC,CF1005.CZC,CF1007.CZC,CF1009.CZC,CF1011.CZC,CF1101.CZC,CF1103.CZC,CF1105.CZC,CF1107.CZC,CF1109.CZC,CF1111.CZC,CF1201.CZC,CF1203.CZC,CF1205.CZC,CF1207.CZC,CF1209.CZC,CF1211.CZC,CF1301.CZC,CF1303.CZC,CF1305.CZC,CF1307.CZC,CF1309.CZC,CF1311.CZC,CF1401.CZC,CF1403.CZC,CF1405.CZC,CF1407.CZC,CF1409.CZC,CF1411.CZC,CF1501.CZC,CF1503.CZC,CF1505.CZC,CF1507.CZC,CF1509.CZC,CF1511.CZC,CF1601.CZC,CF1603.CZC,CF1605.CZC,CF607.CZC,CF609.CZC,CF611.CZC,CF701.CZC,CF703.CZC,CF705.CZC,CF707.CZC,CF709.CZC,CF711.CZC,CF801.CZC,CF803.CZC,CF805.CZC,CF807.CZC,CF809.CZC,CF811.CZC,CF901.CZC,CF903.CZC,WSet: quota exceeded.
2007-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,13330.0,13325.0,13660.0,14035.0,14195.0,14390.0,14505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,13270.0,13660.0,14140.0,14160.0,14400.0,14500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,13115.0,13480.0,13890.0,14060.0,14250.0,14380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13080.0,13405.0,13855.0,14055.0,14240.0,14340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,13060.0,13400.0,13850.0,13930.0,14155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,13045.0,13355.0,13810.0,13870.0,14095.0,14280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,13105.0,13470.0,13910.0,13960.0,14150.0,14280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,13100.0,13415.0,13910.0,13970.0,14155.0,14280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,13095.0,13350.0,13795.0,13880.0,14160.0,14305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,13100.0,13440.0,13905.0,13940.0,14180.0,14285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,13020.0,13340.0,13790.0,13900.0,14100.0,14295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,13030.0,13300.0,13800.0,13895.0,14135.0,14310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13035.0,13310.0,13745.0,13790.0,14100.0,14250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,12980.0,13170.0,13640.0,13780.0,13940.0,14115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,13020.0,13195.0,13685.0,13785.0,13955.0,14120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,12970.0,13180.0,13655.0,13700.0,13950.0,14020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,12900.0,13050.0,13530.0,13605.0,13765.0,13890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12845.0,13050.0,13485.0,13570.0,13715.0,13800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800.0,13000.0,13400.0,13510.0,13560.0,13725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,12870.0,13170.0,13600.0,13650.0,13720.0,13890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,13100.0,13250.0,13680.0,13735.0,13900.0,14080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,12900.0,13150.0,13620.0,13690.0,13850.0,14045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13330.0,13865.0,13960.0,14005.0,14220.0,14310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13375.0,13905.0,13985.0,14080.0,14210.0,14325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13280.0,13770.0,13850.0,13970.0,14210.0,14400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300.0,13815.0,13870.0,14030.0,14230.0,14695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13350.0,13890.0,14000.0,14400.0,14345.0,14445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13320.0,13880.0,13910.0,14070.0,14235.0,14500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13340.0,13840.0,13940.0,14090.0,14210.0,14340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13455.0,13960.0,14045.0,14150.0,14320.0,14480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13410.0,13950.0,14095.0,14150.0,14300.0,14450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13375.0,13885.0,13960.0,14130.0,14210.0,14350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13330.0,13840.0,13940.0,14080.0,14195.0,14395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13430.0,13980.0,14055.0,14160.0,14410.0,14505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13390.0,13925.0,14030.0,14170.0,14350.0,14505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13440.0,13980.0,14060.0,14195.0,14400.0,14610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13530.0,14080.0,14210.0,14215.0,14490.0,14645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13600.0,14125.0,14225.0,14345.0,14500.0,14700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13620.0,14125.0,14200.0,14285.0,14490.0,14610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13680.0,14185.0,14235.0,14375.0,14520.0,14700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13755.0,14265.0,14300.0,14460.0,14590.0,14705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13850.0,14305.0,14370.0,14520.0,14645.0,14865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13855.0,14355.0,14390.0,14450.0,14575.0,14775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13920.0,14400.0,14390.0,14430.0,14620.0,14760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14020.0,14500.0,14450.0,14550.0,14735.0,14890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13990.0,14490.0,14330.0,14550.0,14640.0,14885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13920.0,14410.0,14150.0,14370.0,14530.0,14700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13760.0,14260.0,14140.0,14255.0,14390.0,14695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13880.0,14350.0,14170.0,14330.0,14465.0,14650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13905.0,14375.0,14265.0,14425.0,14600.0,14765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13880.0,14240.0,14100.0,14385.0,14545.0,14660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13890.0,14360.0,14165.0,14380.0,14580.0,14755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13910.0,14235.0,13800.0,14435.0,14615.0,14770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13920.0,14340.0,14260.0,14485.0,14645.0,14890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13980.0,14395.0,14280.0,14510.0,14665.0,14890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14045.0,14415.0,14375.0,14550.0,14700.0,14895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14305.0,14650.0,14440.0,14940.0,15045.0,15165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14250.0,14700.0,14800.0,15380.0,15500.0,15600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14175.0,14560.0,14655.0,15140.0,15225.0,15430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14150.0,14410.0,14790.0,15145.0,15320.0,15420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14160.0,14520.0,14800.0,15210.0,15315.0,15480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14600.0,14870.0,15200.0,15400.0,15560.0,15680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14600.0,14915.0,15290.0,15445.0,15500.0,15700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14530.0,14720.0,15095.0,15270.0,15440.0,15580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14480.0,14690.0,15000.0,15145.0,15330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400.0,14580.0,14870.0,14970.0,15195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14345.0,14465.0,14845.0,15025.0,15200.0,15385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14445.0,14745.0,15080.0,15205.0,15355.0,15500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14415.0,14800.0,15125.0,15235.0,15390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14385.0,14625.0,15070.0,15170.0,15385.0,15630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14360.0,14570.0,14970.0,15110.0,15230.0,15400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14405.0,14520.0,14880.0,15065.0,15190.0,15695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400.0,14695.0,14935.0,15045.0,15195.0,15335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14350.0,14595.0,14950.0,15075.0,15315.0,15335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14245.0,14380.0,14750.0,14930.0,15085.0,15255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14305.0,14385.0,14780.0,14985.0,15110.0,15390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14355.0,14630.0,14940.0,15100.0,15225.0,15495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14330.0,14620.0,15050.0,15190.0,15340.0,15450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14230.0,14500.0,14840.0,14960.0,15145.0,15340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14350.0,14560.0,14900.0,15070.0,15210.0,15485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14210.0,14445.0,14750.0,14930.0,15080.0,15335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14260.0,14425.0,14825.0,14950.0,15100.0,15280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14275.0,14450.0,14820.0,14940.0,15135.0,15320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14235.0,14400.0,14785.0,14920.0,15130.0,15360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14235.0,14340.0,14760.0,14900.0,15050.0,15230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14080.0,14200.0,14520.0,14700.0,14820.0,15070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14350.0,14185.0,14500.0,14650.0,14870.0,15095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14260.0,14255.0,14560.0,14770.0,14990.0,15130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14200.0,14380.0,14490.0,14665.0,14880.0,15035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14220.0,14260.0,14480.0,14650.0,14865.0,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14195.0,14255.0,14490.0,14650.0,14880.0,15035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13925.0,13820.0,14290.0,14285.0,14665.0,14875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13985.0,13975.0,14185.0,14390.0,14605.0,14935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300.0,14000.0,14230.0,14410.0,14675.0,14880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14020.0,13810.0,14205.0,14430.0,14630.0,14855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13980.0,14165.0,14380.0,14560.0,14815.0,14950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13850.0,14200.0,14520.0,14640.0,15000.0,15150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.0,14100.0,14420.0,14590.0,14920.0,15035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13850.0,14000.0,14300.0,14500.0,14830.0,15060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13810.0,13900.0,14180.0,14380.0,14700.0,14930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
